image,split,source,time_sec,detections
IMG1561_t044.jpg,train,original_IMG1561_dataset,,1
IMG1561_t046.jpg,train,original_IMG1561_dataset,,1
IMG1561_t047.jpg,train,original_IMG1561_dataset,,1
IMG1561_t048.jpg,train,original_IMG1561_dataset,,1
IMG1561_t049.jpg,train,original_IMG1561_dataset,,1
IMG1561_t051.jpg,train,original_IMG1561_dataset,,0
IMG1561_t052.jpg,train,original_IMG1561_dataset,,0
IMG1561_t053.jpg,train,original_IMG1561_dataset,,0
IMG1561_t054.jpg,train,original_IMG1561_dataset,,0
IMG1561_t056.jpg,train,original_IMG1561_dataset,,0
IMG1561_t057.jpg,train,original_IMG1561_dataset,,0
IMG1561_t058.jpg,train,original_IMG1561_dataset,,0
IMG1561_t059.jpg,train,original_IMG1561_dataset,,0
IMG1561_t061.jpg,train,original_IMG1561_dataset,,0
IMG1561_t062.jpg,train,original_IMG1561_dataset,,0
IMG1561_t063.jpg,train,original_IMG1561_dataset,,2
IMG1561_t064.jpg,train,original_IMG1561_dataset,,1
IMG1561_t066.jpg,train,original_IMG1561_dataset,,3
IMG1561_t067.jpg,train,original_IMG1561_dataset,,3
IMG1561_t068.jpg,train,original_IMG1561_dataset,,3
IMG1561_t069.jpg,train,original_IMG1561_dataset,,3
IMG1561_t071.jpg,train,original_IMG1561_dataset,,2
IMG1561_t072.jpg,train,original_IMG1561_dataset,,0
IMG1561_t073.jpg,train,original_IMG1561_dataset,,1
IMG1561_t074.jpg,train,original_IMG1561_dataset,,2
IMG1561_t076.jpg,train,original_IMG1561_dataset,,3
IMG1561_t077.jpg,train,original_IMG1561_dataset,,3
IMG1561_t078.jpg,train,original_IMG1561_dataset,,3
IMG1561_t079.jpg,train,original_IMG1561_dataset,,4
IMG1561_t081.jpg,train,original_IMG1561_dataset,,3
IMG1561_t082.jpg,train,original_IMG1561_dataset,,2
IMG1561_t083.jpg,train,original_IMG1561_dataset,,2
IMG1561_t084.jpg,train,original_IMG1561_dataset,,2
IMG1561_t086.jpg,train,original_IMG1561_dataset,,3
IMG1561_t087.jpg,train,original_IMG1561_dataset,,2
IMG1561_t088.jpg,train,original_IMG1561_dataset,,1
IMG1561_t089.jpg,train,original_IMG1561_dataset,,2
IMG1561_t091.jpg,train,original_IMG1561_dataset,,1
IMG1561_t092.jpg,train,original_IMG1561_dataset,,2
IMG1561_t093.jpg,train,original_IMG1561_dataset,,2
IMG1561_t094.jpg,train,original_IMG1561_dataset,,2
IMG1561_t096.jpg,train,original_IMG1561_dataset,,2
IMG1561_t097.jpg,train,original_IMG1561_dataset,,1
IMG1561_t098.jpg,train,original_IMG1561_dataset,,1
IMG1561_t099.jpg,train,original_IMG1561_dataset,,1
IMG1561_t101.jpg,train,original_IMG1561_dataset,,1
IMG1561_t102.jpg,train,original_IMG1561_dataset,,1
IMG1561_t103.jpg,train,original_IMG1561_dataset,,2
IMG1561_t104.jpg,train,original_IMG1561_dataset,,1
IMG1561_t106.jpg,train,original_IMG1561_dataset,,2
IMG1561_t107.jpg,train,original_IMG1561_dataset,,2
IMG1561_t108.jpg,train,original_IMG1561_dataset,,2
IMG1561_t109.jpg,train,original_IMG1561_dataset,,2
IMG1561_t111.jpg,train,original_IMG1561_dataset,,3
IMG1561_t112.jpg,train,original_IMG1561_dataset,,3
IMG1561_t113.jpg,train,original_IMG1561_dataset,,3
IMG1561_t114.jpg,train,original_IMG1561_dataset,,2
IMG1561_t116.jpg,train,original_IMG1561_dataset,,1
IMG1561_t117.jpg,train,original_IMG1561_dataset,,1
IMG1561_t118.jpg,train,original_IMG1561_dataset,,1
IMG1561_t119.jpg,train,original_IMG1561_dataset,,1
IMG1561_t121.jpg,train,original_IMG1561_dataset,,3
IMG1561_t122.jpg,train,original_IMG1561_dataset,,4
IMG1561_t123.jpg,train,original_IMG1561_dataset,,3
IMG1561_t124.jpg,train,original_IMG1561_dataset,,3
IMG1561_t126.jpg,train,original_IMG1561_dataset,,4
IMG1561_t127.jpg,train,original_IMG1561_dataset,,4
IMG1561_t128.jpg,train,original_IMG1561_dataset,,4
IMG1561_t129.jpg,train,original_IMG1561_dataset,,4
IMG1561_t131.jpg,train,original_IMG1561_dataset,,3
IMG1561_t132.jpg,train,original_IMG1561_dataset,,3
IMG1561_t133.jpg,train,original_IMG1561_dataset,,2
IMG1561_t134.jpg,train,original_IMG1561_dataset,,3
IMG1561_t136.jpg,train,original_IMG1561_dataset,,4
IMG1561_t137.jpg,train,original_IMG1561_dataset,,4
IMG1561_t138.jpg,train,original_IMG1561_dataset,,2
IMG1561_t139.jpg,train,original_IMG1561_dataset,,2
IMG1561_t141.jpg,train,original_IMG1561_dataset,,2
IMG1561_t142.jpg,train,original_IMG1561_dataset,,2
IMG1561_t143.jpg,train,original_IMG1561_dataset,,2
IMG1561_t144.jpg,train,original_IMG1561_dataset,,2
IMG1561_t146.jpg,train,original_IMG1561_dataset,,2
IMG1561_t147.jpg,train,original_IMG1561_dataset,,2
IMG1561_t148.jpg,train,original_IMG1561_dataset,,1
IMG1561_t149.jpg,train,original_IMG1561_dataset,,2
IMG1561_t151.jpg,train,original_IMG1561_dataset,,0
IMG1561_t152.jpg,train,original_IMG1561_dataset,,0
IMG1561_t153.jpg,train,original_IMG1561_dataset,,0
IMG1561_t154.jpg,train,original_IMG1561_dataset,,0
IMG1561_t156.jpg,train,original_IMG1561_dataset,,0
IMG1561_t157.jpg,train,original_IMG1561_dataset,,0
IMG1561_t158.jpg,train,original_IMG1561_dataset,,0
IMG1561_t159.jpg,train,original_IMG1561_dataset,,0
IMG1561_t161.jpg,train,original_IMG1561_dataset,,0
IMG1561_t162.jpg,train,original_IMG1561_dataset,,0
IMG1561_t163.jpg,train,original_IMG1561_dataset,,1
IMG1561_t164.jpg,train,original_IMG1561_dataset,,2
IMG1561_t166.jpg,train,original_IMG1561_dataset,,2
IMG1561_t167.jpg,train,original_IMG1561_dataset,,1
IMG1561_t168.jpg,train,original_IMG1561_dataset,,1
IMG1561_t169.jpg,train,original_IMG1561_dataset,,1
IMG1561_t171.jpg,train,original_IMG1561_dataset,,1
IMG1561_t172.jpg,train,original_IMG1561_dataset,,2
IMG1561_t173.jpg,train,original_IMG1561_dataset,,1
IMG1561_t174.jpg,train,original_IMG1561_dataset,,1
IMG1561_t176.jpg,train,original_IMG1561_dataset,,1
IMG1561_t177.jpg,train,original_IMG1561_dataset,,1
IMG1561_t178.jpg,train,original_IMG1561_dataset,,0
IMG1561_t179.jpg,train,original_IMG1561_dataset,,1
IMG1561_t181.jpg,train,original_IMG1561_dataset,,0
IMG1561_t182.jpg,train,original_IMG1561_dataset,,0
IMG1561_t183.jpg,train,original_IMG1561_dataset,,1
IMG1561_t184.jpg,train,original_IMG1561_dataset,,0
IMG1561_t186.jpg,train,original_IMG1561_dataset,,0
IMG1561_t187.jpg,train,original_IMG1561_dataset,,0
IMG1561_t188.jpg,train,original_IMG1561_dataset,,0
IMG1561_t189.jpg,train,original_IMG1561_dataset,,0
IMG1561_t191.jpg,train,original_IMG1561_dataset,,0
IMG1561_t192.jpg,train,original_IMG1561_dataset,,0
IMG1561_t193.jpg,train,original_IMG1561_dataset,,0
IMG1561_t194.jpg,train,original_IMG1561_dataset,,1
IMG1561_t196.jpg,train,original_IMG1561_dataset,,1
IMG1561_t197.jpg,train,original_IMG1561_dataset,,0
IMG1561_t198.jpg,train,original_IMG1561_dataset,,0
IMG1561_t199.jpg,train,original_IMG1561_dataset,,0
IMG1561_t201.jpg,train,original_IMG1561_dataset,,0
IMG1561_t202.jpg,train,original_IMG1561_dataset,,0
IMG1561_t203.jpg,train,original_IMG1561_dataset,,0
IMG1561_t204.jpg,train,original_IMG1561_dataset,,0
IMG1561_t206.jpg,train,original_IMG1561_dataset,,2
IMG1561_t207.jpg,train,original_IMG1561_dataset,,1
IMG1561_t208.jpg,train,original_IMG1561_dataset,,1
IMG1561_t209.jpg,train,original_IMG1561_dataset,,0
IMG1561_t211.jpg,train,original_IMG1561_dataset,,0
IMG1561_t212.jpg,train,original_IMG1561_dataset,,0
IMG1561_t213.jpg,train,original_IMG1561_dataset,,0
IMG1561_t214.jpg,train,original_IMG1561_dataset,,0
IMG1561_t216.jpg,train,original_IMG1561_dataset,,0
IMG1561_t217.jpg,train,original_IMG1561_dataset,,0
IMG1561_t218.jpg,train,original_IMG1561_dataset,,0
IMG1561_t219.jpg,train,original_IMG1561_dataset,,0
IMG1561_t221.jpg,train,original_IMG1561_dataset,,0
IMG1561_t222.jpg,train,original_IMG1561_dataset,,1
IMG1561_t223.jpg,train,original_IMG1561_dataset,,0
IMG1561_t224.jpg,train,original_IMG1561_dataset,,0
IMG1561_t226.jpg,train,original_IMG1561_dataset,,0
IMG1561_t227.jpg,train,original_IMG1561_dataset,,0
IMG1561_t228.jpg,train,original_IMG1561_dataset,,0
IMG1561_t229.jpg,train,original_IMG1561_dataset,,0
IMG1561_t231.jpg,train,original_IMG1561_dataset,,0
IMG1561_t232.jpg,train,original_IMG1561_dataset,,0
IMG1561_t233.jpg,train,original_IMG1561_dataset,,0
IMG1561_t234.jpg,train,original_IMG1561_dataset,,0
IMG1561_t236.jpg,train,original_IMG1561_dataset,,0
IMG1561_t237.jpg,train,original_IMG1561_dataset,,0
IMG1561_t238.jpg,train,original_IMG1561_dataset,,0
IMG1561_t239.jpg,train,original_IMG1561_dataset,,0
IMG1561_t241.jpg,train,original_IMG1561_dataset,,0
IMG1561_t242.jpg,train,original_IMG1561_dataset,,0
IMG1561_t243.jpg,train,original_IMG1561_dataset,,0
IMG1561_t244.jpg,train,original_IMG1561_dataset,,0
IMG1561_t246.jpg,train,original_IMG1561_dataset,,0
IMG1561_t247.jpg,train,original_IMG1561_dataset,,1
IMG1561_t248.jpg,train,original_IMG1561_dataset,,1
IMG1561_t249.jpg,train,original_IMG1561_dataset,,0
IMG1561_t251.jpg,train,original_IMG1561_dataset,,0
IMG1561_t252.jpg,train,original_IMG1561_dataset,,0
IMG1561_t253.jpg,train,original_IMG1561_dataset,,1
IMG1561_t254.jpg,train,original_IMG1561_dataset,,2
IMG1561_t256.jpg,train,original_IMG1561_dataset,,1
IMG1561_t257.jpg,train,original_IMG1561_dataset,,1
IMG1561_t258.jpg,train,original_IMG1561_dataset,,0
IMG1561_t259.jpg,train,original_IMG1561_dataset,,1
IMG1561_t261.jpg,train,original_IMG1561_dataset,,1
IMG1561_t262.jpg,train,original_IMG1561_dataset,,0
IMG1561_t263.jpg,train,original_IMG1561_dataset,,1
IMG1561_t264.jpg,train,original_IMG1561_dataset,,1
IMG1561_t266.jpg,train,original_IMG1561_dataset,,0
IMG1561_t267.jpg,train,original_IMG1561_dataset,,0
IMG1561_t268.jpg,train,original_IMG1561_dataset,,1
IMG1561_t269.jpg,train,original_IMG1561_dataset,,0
IMG1561_t271.jpg,train,original_IMG1561_dataset,,0
IMG1561_t272.jpg,train,original_IMG1561_dataset,,0
IMG1561_t273.jpg,train,original_IMG1561_dataset,,0
IMG1561_t274.jpg,train,original_IMG1561_dataset,,0
IMG1561_t276.jpg,train,original_IMG1561_dataset,,1
IMG1561_t277.jpg,train,original_IMG1561_dataset,,1
IMG1561_t278.jpg,train,original_IMG1561_dataset,,1
IMG1561_t279.jpg,train,original_IMG1561_dataset,,1
IMG1561_t281.jpg,train,original_IMG1561_dataset,,2
IMG1561_t282.jpg,train,original_IMG1561_dataset,,2
IMG1561_t283.jpg,train,original_IMG1561_dataset,,1
IMG1561_t284.jpg,train,original_IMG1561_dataset,,0
IMG1561_t286.jpg,train,original_IMG1561_dataset,,0
IMG1561_t287.jpg,train,original_IMG1561_dataset,,0
IMG1561_t288.jpg,train,original_IMG1561_dataset,,0
IMG1561_t289.jpg,train,original_IMG1561_dataset,,1
IMG1561_t291.jpg,train,original_IMG1561_dataset,,0
IMG1561_t292.jpg,train,original_IMG1561_dataset,,0
IMG1561_t293.jpg,train,original_IMG1561_dataset,,0
IMG1561_t294.jpg,train,original_IMG1561_dataset,,0
IMG1561_t296.jpg,train,original_IMG1561_dataset,,0
IMG1561_t297.jpg,train,original_IMG1561_dataset,,0
IMG1561_t298.jpg,train,original_IMG1561_dataset,,0
IMG1561_t299.jpg,train,original_IMG1561_dataset,,0
IMG1561_t301.jpg,train,original_IMG1561_dataset,,0
IMG1561_t302.jpg,train,original_IMG1561_dataset,,1
IMG1561_t303.jpg,train,original_IMG1561_dataset,,0
IMG1561_t304.jpg,train,original_IMG1561_dataset,,1
IMG1561_t306.jpg,train,original_IMG1561_dataset,,3
IMG1561_t307.jpg,train,original_IMG1561_dataset,,0
IMG1561_t308.jpg,train,original_IMG1561_dataset,,0
IMG1561_t309.jpg,train,original_IMG1561_dataset,,2
IMG1561_t311.jpg,train,original_IMG1561_dataset,,1
IMG1561_t312.jpg,train,original_IMG1561_dataset,,0
IMG1561_t313.jpg,train,original_IMG1561_dataset,,1
IMG1561_t314.jpg,train,original_IMG1561_dataset,,1
IMG1561_t316.jpg,train,original_IMG1561_dataset,,1
IMG1561_t317.jpg,train,original_IMG1561_dataset,,1
IMG1561_t318.jpg,train,original_IMG1561_dataset,,1
IMG1561_t319.jpg,train,original_IMG1561_dataset,,1
IMG1561_t321.jpg,train,original_IMG1561_dataset,,1
IMG1561_t322.jpg,train,original_IMG1561_dataset,,1
IMG1561_t323.jpg,train,original_IMG1561_dataset,,1
IMG1561_t324.jpg,train,original_IMG1561_dataset,,1
IMG1561_t326.jpg,train,original_IMG1561_dataset,,1
IMG1561_t327.jpg,train,original_IMG1561_dataset,,2
IMG1561_t328.jpg,train,original_IMG1561_dataset,,1
IMG1561_t329.jpg,train,original_IMG1561_dataset,,1
IMG1561_t331.jpg,train,original_IMG1561_dataset,,1
IMG1561_t332.jpg,train,original_IMG1561_dataset,,2
IMG1561_t333.jpg,train,original_IMG1561_dataset,,1
IMG1561_t334.jpg,train,original_IMG1561_dataset,,1
IMG1561_t336.jpg,train,original_IMG1561_dataset,,2
IMG1561_t337.jpg,train,original_IMG1561_dataset,,2
IMG1561_t338.jpg,train,original_IMG1561_dataset,,2
IMG1561_t339.jpg,train,original_IMG1561_dataset,,1
IMG1561_t341.jpg,train,original_IMG1561_dataset,,2
IMG1561_t342.jpg,train,original_IMG1561_dataset,,1
IMG1561_t343.jpg,train,original_IMG1561_dataset,,2
IMG1561_t344.jpg,train,original_IMG1561_dataset,,1
IMG1561_t346.jpg,train,original_IMG1561_dataset,,1
IMG1561_t347.jpg,train,original_IMG1561_dataset,,2
IMG1561_t348.jpg,train,original_IMG1561_dataset,,1
IMG1561_t349.jpg,train,original_IMG1561_dataset,,2
IMG1561_t351.jpg,train,original_IMG1561_dataset,,2
IMG1561_t352.jpg,train,original_IMG1561_dataset,,1
IMG1561_t353.jpg,train,original_IMG1561_dataset,,1
IMG1561_t354.jpg,train,original_IMG1561_dataset,,1
IMG1561_t356.jpg,train,original_IMG1561_dataset,,1
IMG1561_t357.jpg,train,original_IMG1561_dataset,,2
IMG1561_t358.jpg,train,original_IMG1561_dataset,,2
IMG1561_t359.jpg,train,original_IMG1561_dataset,,1
IMG1561_t361.jpg,train,original_IMG1561_dataset,,1
IMG1561_t362.jpg,train,original_IMG1561_dataset,,1
IMG1561_t363.jpg,train,original_IMG1561_dataset,,1
IMG1561_t364.jpg,train,original_IMG1561_dataset,,1
IMG1561_t366.jpg,train,original_IMG1561_dataset,,2
IMG1561_t367.jpg,train,original_IMG1561_dataset,,2
IMG1561_t368.jpg,train,original_IMG1561_dataset,,2
IMG1561_t369.jpg,train,original_IMG1561_dataset,,2
IMG1561_t371.jpg,train,original_IMG1561_dataset,,2
IMG1561_t372.jpg,train,original_IMG1561_dataset,,1
IMG1561_t373.jpg,train,original_IMG1561_dataset,,2
IMG1561_t374.jpg,train,original_IMG1561_dataset,,3
IMG1561_t376.jpg,train,original_IMG1561_dataset,,1
IMG1561_t377.jpg,train,original_IMG1561_dataset,,2
IMG1561_t378.jpg,train,original_IMG1561_dataset,,1
IMG1561_t379.jpg,train,original_IMG1561_dataset,,1
IMG1561_t381.jpg,train,original_IMG1561_dataset,,0
IMG1561_t382.jpg,train,original_IMG1561_dataset,,0
IMG1561_t383.jpg,train,original_IMG1561_dataset,,0
IMG1561_t384.jpg,train,original_IMG1561_dataset,,1
IMG1561_t386.jpg,train,original_IMG1561_dataset,,0
IMG1561_t387.jpg,train,original_IMG1561_dataset,,0
IMG1561_t388.jpg,train,original_IMG1561_dataset,,0
IMG1561_t389.jpg,train,original_IMG1561_dataset,,0
IMG1561_t391.jpg,train,original_IMG1561_dataset,,1
IMG1561_t392.jpg,train,original_IMG1561_dataset,,0
IMG1561_t393.jpg,train,original_IMG1561_dataset,,0
IMG1561_t394.jpg,train,original_IMG1561_dataset,,0
IMG1561_t396.jpg,train,original_IMG1561_dataset,,0
IMG1561_t397.jpg,train,original_IMG1561_dataset,,0
IMG1561_t398.jpg,train,original_IMG1561_dataset,,0
IMG1561_t399.jpg,train,original_IMG1561_dataset,,0
IMG1561_t401.jpg,train,original_IMG1561_dataset,,0
IMG1561_t402.jpg,train,original_IMG1561_dataset,,0
IMG1561_t403.jpg,train,original_IMG1561_dataset,,0
IMG1561_t404.jpg,train,original_IMG1561_dataset,,0
IMG1561_t406.jpg,train,original_IMG1561_dataset,,0
IMG1561_t407.jpg,train,original_IMG1561_dataset,,0
IMG1561_t408.jpg,train,original_IMG1561_dataset,,0
IMG1561_t409.jpg,train,original_IMG1561_dataset,,0
IMG1561_t411.jpg,train,original_IMG1561_dataset,,0
IMG1561_t412.jpg,train,original_IMG1561_dataset,,0
IMG1561_t413.jpg,train,original_IMG1561_dataset,,0
IMG1561_t414.jpg,train,original_IMG1561_dataset,,0
IMG1561_t416.jpg,train,original_IMG1561_dataset,,0
IMG1561_t417.jpg,train,original_IMG1561_dataset,,0
IMG1561_t418.jpg,train,original_IMG1561_dataset,,0
IMG1561_t419.jpg,train,original_IMG1561_dataset,,0
IMG1561_t421.jpg,train,original_IMG1561_dataset,,0
IMG1561_t422.jpg,train,original_IMG1561_dataset,,0
IMG1561_t423.jpg,train,original_IMG1561_dataset,,0
IMG1561_t424.jpg,train,original_IMG1561_dataset,,0
IMG1561_t426.jpg,train,original_IMG1561_dataset,,0
IMG1561_t427.jpg,train,original_IMG1561_dataset,,0
IMG1561_t428.jpg,train,original_IMG1561_dataset,,1
IMG1561_t429.jpg,train,original_IMG1561_dataset,,1
IMG1561_t431.jpg,train,original_IMG1561_dataset,,1
IMG1561_t432.jpg,train,original_IMG1561_dataset,,1
IMG1561_t433.jpg,train,original_IMG1561_dataset,,1
IMG1561_t434.jpg,train,original_IMG1561_dataset,,1
IMG1561_t436.jpg,train,original_IMG1561_dataset,,1
IMG1561_t437.jpg,train,original_IMG1561_dataset,,0
IMG1561_t438.jpg,train,original_IMG1561_dataset,,1
IMG1561_t439.jpg,train,original_IMG1561_dataset,,2
IMG1561_t441.jpg,train,original_IMG1561_dataset,,2
IMG1561_t442.jpg,train,original_IMG1561_dataset,,1
IMG1561_t443.jpg,train,original_IMG1561_dataset,,1
IMG1561_t444.jpg,train,original_IMG1561_dataset,,1
IMG1561_t446.jpg,train,original_IMG1561_dataset,,1
IMG1561_t447.jpg,train,original_IMG1561_dataset,,1
IMG1561_t448.jpg,train,original_IMG1561_dataset,,0
IMG1561_t449.jpg,train,original_IMG1561_dataset,,0
IMG1561_t451.jpg,train,original_IMG1561_dataset,,0
IMG1561_t452.jpg,train,original_IMG1561_dataset,,0
IMG1561_t453.jpg,train,original_IMG1561_dataset,,0
IMG1561_t454.jpg,train,original_IMG1561_dataset,,0
IMG1561_t456.jpg,train,original_IMG1561_dataset,,0
IMG1561_t457.jpg,train,original_IMG1561_dataset,,0
IMG1561_t458.jpg,train,original_IMG1561_dataset,,0
IMG1561_t459.jpg,train,original_IMG1561_dataset,,0
IMG1561_t461.jpg,train,original_IMG1561_dataset,,0
IMG1561_t462.jpg,train,original_IMG1561_dataset,,0
IMG1561_t463.jpg,train,original_IMG1561_dataset,,0
IMG1561_t464.jpg,train,original_IMG1561_dataset,,1
IMG1561_t466.jpg,train,original_IMG1561_dataset,,0
IMG1561_t467.jpg,train,original_IMG1561_dataset,,0
IMG1561_t468.jpg,train,original_IMG1561_dataset,,0
IMG1561_t469.jpg,train,original_IMG1561_dataset,,0
IMG1561_t471.jpg,train,original_IMG1561_dataset,,3
IMG1561_t472.jpg,train,original_IMG1561_dataset,,3
IMG1561_t473.jpg,train,original_IMG1561_dataset,,3
IMG1561_t474.jpg,train,original_IMG1561_dataset,,4
IMG1561_t476.jpg,train,original_IMG1561_dataset,,3
IMG1561_t477.jpg,train,original_IMG1561_dataset,,4
IMG1561_t478.jpg,train,original_IMG1561_dataset,,4
IMG1561_t479.jpg,train,original_IMG1561_dataset,,4
IMG1561_t481.jpg,train,original_IMG1561_dataset,,2
IMG1561_t482.jpg,train,original_IMG1561_dataset,,2
IMG1561_t483.jpg,train,original_IMG1561_dataset,,2
IMG1561_t484.jpg,train,original_IMG1561_dataset,,2
IMG1561_t486.jpg,train,original_IMG1561_dataset,,2
IMG1561_t487.jpg,train,original_IMG1561_dataset,,2
IMG1561_t488.jpg,train,original_IMG1561_dataset,,2
IMG1561_t489.jpg,train,original_IMG1561_dataset,,2
IMG1561_t491.jpg,train,original_IMG1561_dataset,,2
IMG1561_t492.jpg,train,original_IMG1561_dataset,,2
IMG1561_t493.jpg,train,original_IMG1561_dataset,,2
IMG1561_t494.jpg,train,original_IMG1561_dataset,,2
IMG1561_t496.jpg,train,original_IMG1561_dataset,,2
IMG1561_t497.jpg,train,original_IMG1561_dataset,,2
IMG1561_t498.jpg,train,original_IMG1561_dataset,,2
IMG1561_t499.jpg,train,original_IMG1561_dataset,,2
IMG1561_t501.jpg,train,original_IMG1561_dataset,,2
IMG1561_t502.jpg,train,original_IMG1561_dataset,,2
IMG1561_t503.jpg,train,original_IMG1561_dataset,,3
IMG1561_t504.jpg,train,original_IMG1561_dataset,,2
IMG1561_t506.jpg,train,original_IMG1561_dataset,,2
IMG1561_t507.jpg,train,original_IMG1561_dataset,,2
IMG1561_t508.jpg,train,original_IMG1561_dataset,,2
IMG1561_t509.jpg,train,original_IMG1561_dataset,,2
IMG1561_t511.jpg,train,original_IMG1561_dataset,,2
IMG1561_t512.jpg,train,original_IMG1561_dataset,,2
IMG1561_t513.jpg,train,original_IMG1561_dataset,,2
IMG1561_t514.jpg,train,original_IMG1561_dataset,,2
IMG1561_t516.jpg,train,original_IMG1561_dataset,,2
IMG1561_t517.jpg,train,original_IMG1561_dataset,,2
IMG1561_t518.jpg,train,original_IMG1561_dataset,,2
IMG1561_t519.jpg,train,original_IMG1561_dataset,,2
IMG1561_t521.jpg,train,original_IMG1561_dataset,,2
IMG1561_t522.jpg,train,original_IMG1561_dataset,,2
IMG1561_t523.jpg,train,original_IMG1561_dataset,,2
IMG1561_t524.jpg,train,original_IMG1561_dataset,,2
IMG1561_t526.jpg,train,original_IMG1561_dataset,,3
IMG1561_t527.jpg,train,original_IMG1561_dataset,,2
IMG1561_t528.jpg,train,original_IMG1561_dataset,,2
IMG1561_t529.jpg,train,original_IMG1561_dataset,,2
IMG1561_t000.jpg,val,original_IMG1561_dataset,,2
IMG1561_t005.jpg,val,original_IMG1561_dataset,,2
IMG1561_t010.jpg,val,original_IMG1561_dataset,,2
IMG1561_t015.jpg,val,original_IMG1561_dataset,,2
IMG1561_t020.jpg,val,original_IMG1561_dataset,,3
IMG1561_t025.jpg,val,original_IMG1561_dataset,,3
IMG1561_t030.jpg,val,original_IMG1561_dataset,,1
IMG1561_t035.jpg,val,original_IMG1561_dataset,,1
IMG1561_t040.jpg,val,original_IMG1561_dataset,,0
IMG1561_t045.jpg,val,original_IMG1561_dataset,,1
IMG1561_t050.jpg,val,original_IMG1561_dataset,,1
IMG1561_t055.jpg,val,original_IMG1561_dataset,,0
IMG1561_t060.jpg,val,original_IMG1561_dataset,,0
IMG1561_t065.jpg,val,original_IMG1561_dataset,,0
IMG1561_t070.jpg,val,original_IMG1561_dataset,,2
IMG1561_t075.jpg,val,original_IMG1561_dataset,,2
IMG1561_t080.jpg,val,original_IMG1561_dataset,,3
IMG1561_t085.jpg,val,original_IMG1561_dataset,,2
IMG1561_t090.jpg,val,original_IMG1561_dataset,,2
IMG1561_t095.jpg,val,original_IMG1561_dataset,,1
IMG1561_t100.jpg,val,original_IMG1561_dataset,,1
IMG1561_t105.jpg,val,original_IMG1561_dataset,,2
IMG1561_t110.jpg,val,original_IMG1561_dataset,,1
IMG1561_t115.jpg,val,original_IMG1561_dataset,,1
IMG1561_t120.jpg,val,original_IMG1561_dataset,,1
IMG1561_t125.jpg,val,original_IMG1561_dataset,,4
IMG1561_t130.jpg,val,original_IMG1561_dataset,,3
IMG1561_t135.jpg,val,original_IMG1561_dataset,,2
IMG1561_t140.jpg,val,original_IMG1561_dataset,,2
IMG1561_t145.jpg,val,original_IMG1561_dataset,,3
IMG1561_t150.jpg,val,original_IMG1561_dataset,,2
IMG1561_t155.jpg,val,original_IMG1561_dataset,,0
IMG1561_t160.jpg,val,original_IMG1561_dataset,,1
IMG1561_t165.jpg,val,original_IMG1561_dataset,,2
IMG1561_t170.jpg,val,original_IMG1561_dataset,,1
IMG1561_t175.jpg,val,original_IMG1561_dataset,,1
IMG1561_t180.jpg,val,original_IMG1561_dataset,,1
IMG1561_t185.jpg,val,original_IMG1561_dataset,,0
IMG1561_t190.jpg,val,original_IMG1561_dataset,,0
IMG1561_t195.jpg,val,original_IMG1561_dataset,,1
IMG1561_t200.jpg,val,original_IMG1561_dataset,,1
