image,time_sec,class_id,class_name,x1,y1,x2,y2,split,source
IMG1561_t034.jpg,34,0,meerkat,335,300,390,405,train,motion_plus_anchor_pseudo
IMG1561_t035.jpg,35,0,meerkat,335,300,390,405,val,motion_plus_anchor_pseudo
IMG1561_t036.jpg,36,0,meerkat,463,316,498,348,train,motion_plus_anchor_pseudo
IMG1561_t037.jpg,37,0,meerkat,435,303,504,351,train,motion_plus_anchor_pseudo
IMG1561_t041.jpg,41,0,meerkat,183,493,244,557,train,motion_plus_anchor_pseudo
IMG1561_t043.jpg,43,0,meerkat,316,498,381,568,train,motion_plus_anchor_pseudo
IMG1561_t044.jpg,44,0,meerkat,414,465,474,527,train,motion_plus_anchor_pseudo
IMG1561_t045.jpg,45,0,meerkat,510,447,574,507,val,motion_plus_anchor_pseudo
IMG1561_t046.jpg,46,0,meerkat,623,478,703,543,train,motion_plus_anchor_pseudo
IMG1561_t047.jpg,47,0,meerkat,717,539,819,624,train,motion_plus_anchor_pseudo
IMG1561_t048.jpg,48,0,meerkat,814,598,923,695,train,motion_plus_anchor_pseudo
IMG1561_t049.jpg,49,0,meerkat,772,631,941,720,train,motion_plus_anchor_pseudo
IMG1561_t050.jpg,50,0,meerkat,935,677,1043,720,val,motion_plus_anchor_pseudo
IMG1561_t063.jpg,63,0,meerkat,1028,645,1116,720,train,motion_plus_anchor_pseudo
IMG1561_t063.jpg,63,0,meerkat,627,77,654,122,train,motion_plus_anchor_pseudo
IMG1561_t064.jpg,64,0,meerkat,1006,630,1099,720,train,motion_plus_anchor_pseudo
IMG1561_t066.jpg,66,0,meerkat,229,620,346,695,train,motion_plus_anchor_pseudo
IMG1561_t066.jpg,66,0,meerkat,1023,497,1066,564,train,motion_plus_anchor_pseudo
IMG1561_t066.jpg,66,0,meerkat,1064,651,1093,695,train,motion_plus_anchor_pseudo
IMG1561_t067.jpg,67,0,meerkat,327,598,449,670,train,motion_plus_anchor_pseudo
IMG1561_t067.jpg,67,0,meerkat,1057,451,1090,510,train,motion_plus_anchor_pseudo
IMG1561_t067.jpg,67,0,meerkat,1064,651,1093,696,train,motion_plus_anchor_pseudo
IMG1561_t068.jpg,68,0,meerkat,416,549,503,622,train,motion_plus_anchor_pseudo
IMG1561_t068.jpg,68,0,meerkat,488,156,543,188,train,motion_plus_anchor_pseudo
IMG1561_t068.jpg,68,0,meerkat,1134,468,1161,513,train,motion_plus_anchor_pseudo
IMG1561_t069.jpg,69,0,meerkat,454,566,558,629,train,motion_plus_anchor_pseudo
IMG1561_t069.jpg,69,0,meerkat,561,521,637,591,train,motion_plus_anchor_pseudo
IMG1561_t069.jpg,69,0,meerkat,396,178,435,204,train,motion_plus_anchor_pseudo
IMG1561_t070.jpg,70,0,meerkat,1102,441,1135,476,val,motion_plus_anchor_pseudo
IMG1561_t070.jpg,70,0,meerkat,204,192,236,228,val,motion_plus_anchor_pseudo
IMG1561_t071.jpg,71,0,meerkat,683,500,823,590,train,motion_plus_anchor_pseudo
IMG1561_t071.jpg,71,0,meerkat,245,251,278,283,train,motion_plus_anchor_pseudo
IMG1561_t073.jpg,73,0,meerkat,1018,378,1052,415,train,motion_plus_anchor_pseudo
IMG1561_t074.jpg,74,0,meerkat,863,423,910,479,train,motion_plus_anchor_pseudo
IMG1561_t074.jpg,74,0,meerkat,1031,390,1075,426,train,motion_plus_anchor_pseudo
IMG1561_t075.jpg,75,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t075.jpg,75,0,meerkat,1021,369,1052,418,val,motion_plus_anchor_pseudo
IMG1561_t076.jpg,76,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t076.jpg,76,0,meerkat,904,351,956,390,train,motion_plus_anchor_pseudo
IMG1561_t076.jpg,76,0,meerkat,1008,371,1045,417,train,motion_plus_anchor_pseudo
IMG1561_t077.jpg,77,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t077.jpg,77,0,meerkat,901,342,957,410,train,motion_plus_anchor_pseudo
IMG1561_t077.jpg,77,0,meerkat,1015,369,1042,416,train,motion_plus_anchor_pseudo
IMG1561_t078.jpg,78,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t078.jpg,78,0,meerkat,910,351,955,391,train,motion_plus_anchor_pseudo
IMG1561_t078.jpg,78,0,meerkat,1007,369,1040,412,train,motion_plus_anchor_pseudo
IMG1561_t079.jpg,79,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t079.jpg,79,0,meerkat,1015,372,1074,420,train,motion_plus_anchor_pseudo
IMG1561_t079.jpg,79,0,meerkat,99,215,164,257,train,motion_plus_anchor_pseudo
IMG1561_t079.jpg,79,0,meerkat,900,349,957,392,train,motion_plus_anchor_pseudo
IMG1561_t080.jpg,80,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t080.jpg,80,0,meerkat,1030,372,1105,433,val,motion_plus_anchor_pseudo
IMG1561_t080.jpg,80,0,meerkat,917,355,969,389,val,motion_plus_anchor_pseudo
IMG1561_t081.jpg,81,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t081.jpg,81,0,meerkat,1028,376,1105,433,train,motion_plus_anchor_pseudo
IMG1561_t081.jpg,81,0,meerkat,931,369,994,407,train,motion_plus_anchor_pseudo
IMG1561_t082.jpg,82,0,meerkat,994,377,1094,441,train,motion_plus_anchor_pseudo
IMG1561_t082.jpg,82,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t083.jpg,83,0,meerkat,1019,384,1094,460,train,motion_plus_anchor_pseudo
IMG1561_t083.jpg,83,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t084.jpg,84,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t084.jpg,84,0,meerkat,1020,386,1089,434,train,motion_plus_anchor_pseudo
IMG1561_t085.jpg,85,0,meerkat,1018,377,1102,437,val,motion_plus_anchor_pseudo
IMG1561_t085.jpg,85,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t086.jpg,86,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t086.jpg,86,0,meerkat,1005,550,1036,597,train,motion_plus_anchor_pseudo
IMG1561_t086.jpg,86,0,meerkat,1068,383,1103,422,train,motion_plus_anchor_pseudo
IMG1561_t087.jpg,87,0,meerkat,898,609,1034,720,train,motion_plus_anchor_pseudo
IMG1561_t087.jpg,87,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t088.jpg,88,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t089.jpg,89,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t089.jpg,89,0,meerkat,1071,383,1125,417,train,motion_plus_anchor_pseudo
IMG1561_t090.jpg,90,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t090.jpg,90,0,meerkat,1094,383,1129,422,val,motion_plus_anchor_pseudo
IMG1561_t091.jpg,91,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t092.jpg,92,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t092.jpg,92,0,meerkat,66,624,130,684,train,motion_plus_anchor_pseudo
IMG1561_t093.jpg,93,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t093.jpg,93,0,meerkat,1136,401,1179,432,train,motion_plus_anchor_pseudo
IMG1561_t094.jpg,94,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t094.jpg,94,0,meerkat,1157,384,1192,438,train,motion_plus_anchor_pseudo
IMG1561_t095.jpg,95,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t096.jpg,96,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t096.jpg,96,0,meerkat,1166,331,1197,369,train,motion_plus_anchor_pseudo
IMG1561_t097.jpg,97,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t098.jpg,98,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t099.jpg,99,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t100.jpg,100,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t101.jpg,101,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t102.jpg,102,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t103.jpg,103,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t103.jpg,103,0,meerkat,257,416,332,456,train,motion_plus_anchor_pseudo
IMG1561_t104.jpg,104,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t105.jpg,105,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t105.jpg,105,0,meerkat,426,412,480,455,val,motion_plus_anchor_pseudo
IMG1561_t106.jpg,106,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t106.jpg,106,0,meerkat,421,412,508,463,train,motion_plus_anchor_pseudo
IMG1561_t107.jpg,107,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t107.jpg,107,0,meerkat,546,464,609,505,train,motion_plus_anchor_pseudo
IMG1561_t108.jpg,108,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t108.jpg,108,0,meerkat,579,468,624,504,train,motion_plus_anchor_pseudo
IMG1561_t109.jpg,109,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t109.jpg,109,0,meerkat,570,468,614,504,train,motion_plus_anchor_pseudo
IMG1561_t110.jpg,110,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t111.jpg,111,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t111.jpg,111,0,meerkat,573,460,650,506,train,motion_plus_anchor_pseudo
IMG1561_t111.jpg,111,0,meerkat,125,301,153,344,train,motion_plus_anchor_pseudo
IMG1561_t112.jpg,112,0,meerkat,574,435,650,507,train,motion_plus_anchor_pseudo
IMG1561_t112.jpg,112,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t112.jpg,112,0,meerkat,126,296,154,342,train,motion_plus_anchor_pseudo
IMG1561_t113.jpg,113,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t113.jpg,113,0,meerkat,583,436,645,498,train,motion_plus_anchor_pseudo
IMG1561_t113.jpg,113,0,meerkat,111,275,146,318,train,motion_plus_anchor_pseudo
IMG1561_t114.jpg,114,0,meerkat,97,275,150,328,train,motion_plus_anchor_pseudo
IMG1561_t114.jpg,114,0,meerkat,688,77,722,121,train,motion_plus_anchor_pseudo
IMG1561_t115.jpg,115,0,meerkat,685,76,734,133,val,motion_plus_anchor_pseudo
IMG1561_t116.jpg,116,0,meerkat,686,77,731,125,train,motion_plus_anchor_pseudo
IMG1561_t117.jpg,117,0,meerkat,690,70,732,126,train,motion_plus_anchor_pseudo
IMG1561_t118.jpg,118,0,meerkat,696,58,733,127,train,motion_plus_anchor_pseudo
IMG1561_t119.jpg,119,0,meerkat,694,57,735,131,train,motion_plus_anchor_pseudo
IMG1561_t120.jpg,120,0,meerkat,693,56,735,131,val,motion_plus_anchor_pseudo
IMG1561_t121.jpg,121,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t121.jpg,121,0,meerkat,690,32,737,130,train,motion_plus_anchor_pseudo
IMG1561_t121.jpg,121,0,meerkat,495,307,542,397,train,motion_plus_anchor_pseudo
IMG1561_t122.jpg,122,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t122.jpg,122,0,meerkat,690,28,737,129,train,motion_plus_anchor_pseudo
IMG1561_t122.jpg,122,0,meerkat,499,339,535,386,train,motion_plus_anchor_pseudo
IMG1561_t122.jpg,122,0,meerkat,720,309,764,343,train,motion_plus_anchor_pseudo
IMG1561_t123.jpg,123,0,meerkat,474,310,539,424,train,motion_plus_anchor_pseudo
IMG1561_t123.jpg,123,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t123.jpg,123,0,meerkat,689,31,737,129,train,motion_plus_anchor_pseudo
IMG1561_t124.jpg,124,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t124.jpg,124,0,meerkat,688,28,733,123,train,motion_plus_anchor_pseudo
IMG1561_t124.jpg,124,0,meerkat,473,377,527,422,train,motion_plus_anchor_pseudo
IMG1561_t125.jpg,125,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t125.jpg,125,0,meerkat,685,26,733,125,val,motion_plus_anchor_pseudo
IMG1561_t125.jpg,125,0,meerkat,591,471,643,515,val,motion_plus_anchor_pseudo
IMG1561_t125.jpg,125,0,meerkat,455,387,497,427,val,motion_plus_anchor_pseudo
IMG1561_t126.jpg,126,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t126.jpg,126,0,meerkat,685,30,733,125,train,motion_plus_anchor_pseudo
IMG1561_t126.jpg,126,0,meerkat,667,415,720,460,train,motion_plus_anchor_pseudo
IMG1561_t126.jpg,126,0,meerkat,417,386,464,416,train,motion_plus_anchor_pseudo
IMG1561_t127.jpg,127,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t127.jpg,127,0,meerkat,720,345,781,425,train,motion_plus_anchor_pseudo
IMG1561_t127.jpg,127,0,meerkat,688,28,733,123,train,motion_plus_anchor_pseudo
IMG1561_t127.jpg,127,0,meerkat,432,387,499,439,train,motion_plus_anchor_pseudo
IMG1561_t128.jpg,128,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t128.jpg,128,0,meerkat,426,315,472,414,train,motion_plus_anchor_pseudo
IMG1561_t128.jpg,128,0,meerkat,782,296,828,341,train,motion_plus_anchor_pseudo
IMG1561_t128.jpg,128,0,meerkat,693,67,726,109,train,motion_plus_anchor_pseudo
IMG1561_t129.jpg,129,0,meerkat,419,554,547,681,train,motion_plus_anchor_pseudo
IMG1561_t129.jpg,129,0,meerkat,426,323,470,408,train,motion_plus_anchor_pseudo
IMG1561_t129.jpg,129,0,meerkat,691,73,726,119,train,motion_plus_anchor_pseudo
IMG1561_t129.jpg,129,0,meerkat,833,256,863,292,train,motion_plus_anchor_pseudo
IMG1561_t130.jpg,130,0,meerkat,425,324,469,408,val,motion_plus_anchor_pseudo
IMG1561_t130.jpg,130,0,meerkat,688,65,729,120,val,motion_plus_anchor_pseudo
IMG1561_t130.jpg,130,0,meerkat,845,246,889,294,val,motion_plus_anchor_pseudo
IMG1561_t131.jpg,131,0,meerkat,423,324,468,414,train,motion_plus_anchor_pseudo
IMG1561_t131.jpg,131,0,meerkat,688,67,727,113,train,motion_plus_anchor_pseudo
IMG1561_t131.jpg,131,0,meerkat,851,239,878,292,train,motion_plus_anchor_pseudo
IMG1561_t132.jpg,132,0,meerkat,426,326,467,389,train,motion_plus_anchor_pseudo
IMG1561_t132.jpg,132,0,meerkat,688,67,728,113,train,motion_plus_anchor_pseudo
IMG1561_t132.jpg,132,0,meerkat,849,234,875,293,train,motion_plus_anchor_pseudo
IMG1561_t133.jpg,133,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t133.jpg,133,0,meerkat,426,330,466,389,train,motion_plus_anchor_pseudo
IMG1561_t134.jpg,134,0,meerkat,818,251,874,309,train,motion_plus_anchor_pseudo
IMG1561_t134.jpg,134,0,meerkat,426,335,463,383,train,motion_plus_anchor_pseudo
IMG1561_t134.jpg,134,0,meerkat,688,78,727,113,train,motion_plus_anchor_pseudo
IMG1561_t135.jpg,135,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t135.jpg,135,0,meerkat,426,340,463,387,val,motion_plus_anchor_pseudo
IMG1561_t136.jpg,136,0,meerkat,815,209,884,314,train,motion_plus_anchor_pseudo
IMG1561_t136.jpg,136,0,meerkat,310,647,384,720,train,motion_plus_anchor_pseudo
IMG1561_t136.jpg,136,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t136.jpg,136,0,meerkat,425,329,463,388,train,motion_plus_anchor_pseudo
IMG1561_t137.jpg,137,0,meerkat,225,641,322,720,train,motion_plus_anchor_pseudo
IMG1561_t137.jpg,137,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t137.jpg,137,0,meerkat,823,232,877,307,train,motion_plus_anchor_pseudo
IMG1561_t137.jpg,137,0,meerkat,425,329,460,383,train,motion_plus_anchor_pseudo
IMG1561_t138.jpg,138,0,meerkat,235,672,341,720,train,motion_plus_anchor_pseudo
IMG1561_t138.jpg,138,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t139.jpg,139,0,meerkat,235,659,349,720,train,motion_plus_anchor_pseudo
IMG1561_t139.jpg,139,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t140.jpg,140,0,meerkat,237,655,338,720,val,motion_plus_anchor_pseudo
IMG1561_t140.jpg,140,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t141.jpg,141,0,meerkat,237,644,341,720,train,motion_plus_anchor_pseudo
IMG1561_t141.jpg,141,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t142.jpg,142,0,meerkat,222,649,387,720,train,motion_plus_anchor_pseudo
IMG1561_t142.jpg,142,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t143.jpg,143,0,meerkat,234,644,338,720,train,motion_plus_anchor_pseudo
IMG1561_t143.jpg,143,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t144.jpg,144,0,meerkat,248,619,355,720,train,motion_plus_anchor_pseudo
IMG1561_t144.jpg,144,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t145.jpg,145,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t145.jpg,145,0,meerkat,69,584,132,662,val,motion_plus_anchor_pseudo
IMG1561_t145.jpg,145,0,meerkat,486,462,523,499,val,motion_plus_anchor_pseudo
IMG1561_t146.jpg,146,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t146.jpg,146,0,meerkat,548,284,577,320,train,motion_plus_anchor_pseudo
IMG1561_t147.jpg,147,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t147.jpg,147,0,meerkat,467,291,500,335,train,motion_plus_anchor_pseudo
IMG1561_t148.jpg,148,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t149.jpg,149,0,meerkat,675,95,725,195,train,motion_plus_anchor_pseudo
IMG1561_t149.jpg,149,0,meerkat,583,463,646,504,train,motion_plus_anchor_pseudo
IMG1561_t150.jpg,150,0,meerkat,675,95,725,195,val,motion_plus_anchor_pseudo
IMG1561_t150.jpg,150,0,meerkat,564,281,594,335,val,motion_plus_anchor_pseudo
IMG1561_t160.jpg,160,0,meerkat,541,163,598,194,val,motion_plus_anchor_pseudo
IMG1561_t163.jpg,163,0,meerkat,713,94,740,137,train,motion_plus_anchor_pseudo
IMG1561_t164.jpg,164,0,meerkat,1010,596,1047,672,train,motion_plus_anchor_pseudo
IMG1561_t164.jpg,164,0,meerkat,713,85,741,138,train,motion_plus_anchor_pseudo
IMG1561_t165.jpg,165,0,meerkat,95,270,137,305,val,motion_plus_anchor_pseudo
IMG1561_t165.jpg,165,0,meerkat,714,86,740,138,val,motion_plus_anchor_pseudo
IMG1561_t166.jpg,166,0,meerkat,571,573,694,663,train,motion_plus_anchor_pseudo
IMG1561_t166.jpg,166,0,meerkat,994,409,1024,444,train,motion_plus_anchor_pseudo
IMG1561_t167.jpg,167,0,meerkat,566,481,663,562,train,motion_plus_anchor_pseudo
IMG1561_t168.jpg,168,0,meerkat,641,429,690,530,train,motion_plus_anchor_pseudo
IMG1561_t169.jpg,169,0,meerkat,667,395,728,461,train,motion_plus_anchor_pseudo
IMG1561_t170.jpg,170,0,meerkat,701,370,764,438,val,motion_plus_anchor_pseudo
IMG1561_t171.jpg,171,0,meerkat,731,323,783,438,train,motion_plus_anchor_pseudo
IMG1561_t172.jpg,172,0,meerkat,753,309,799,356,train,motion_plus_anchor_pseudo
IMG1561_t172.jpg,172,0,meerkat,947,236,990,264,train,motion_plus_anchor_pseudo
IMG1561_t173.jpg,173,0,meerkat,754,300,803,365,train,motion_plus_anchor_pseudo
IMG1561_t174.jpg,174,0,meerkat,754,302,802,366,train,motion_plus_anchor_pseudo
IMG1561_t175.jpg,175,0,meerkat,755,299,805,366,val,motion_plus_anchor_pseudo
IMG1561_t176.jpg,176,0,meerkat,791,295,827,326,train,motion_plus_anchor_pseudo
IMG1561_t177.jpg,177,0,meerkat,804,282,833,324,train,motion_plus_anchor_pseudo
IMG1561_t179.jpg,179,0,meerkat,823,255,866,289,train,motion_plus_anchor_pseudo
IMG1561_t180.jpg,180,0,meerkat,826,252,869,289,val,motion_plus_anchor_pseudo
IMG1561_t183.jpg,183,0,meerkat,920,221,951,264,train,motion_plus_anchor_pseudo
IMG1561_t194.jpg,194,0,meerkat,555,363,613,431,train,motion_plus_anchor_pseudo
